elapsed_ms,label,r,g,b
20581,rate_10,255,0,0
20711,rate_10,0,0,255
20872,rate_10,255,0,0
21000,rate_10,0,0,255
21153,rate_10,255,0,0
21276,rate_10,0,0,255
21434,rate_15_marker,0,0,0
22167,rate_15,255,0,0
22333,rate_15,0,0,255
22428,rate_15,255,0,0
22520,rate_15,0,0,255
22602,rate_15,255,0,0
22702,rate_15,0,0,255
22816,rate_15,255,0,0
23008,rate_15,0,0,255
23106,rate_15,255,0,0
23207,rate_15,0,0,255
23338,rate_15,255,0,0
23426,rate_15,0,0,255
23518,rate_15,255,0,0
23611,rate_15,0,0,255
23747,rate_15,255,0,0
23849,rate_15,0,0,255
23977,rate_15,255,0,0
24079,rate_15,0,0,255
24179,rate_15,255,0,0
24284,rate_15,0,0,255
24411,rate_15,255,0,0
24504,rate_15,0,0,255
24614,rate_15,255,0,0
24734,rate_15,0,0,255
24830,rate_15,255,0,0
24971,rate_15,0,0,255
25052,rate_15,255,0,0
25144,rate_15,0,0,255
25233,rate_15,255,0,0
25385,rate_15,0,0,255
25479,rate_15,255,0,0
25575,rate_15,0,0,255
25684,rate_15,255,0,0
25791,rate_15,0,0,255
25905,rate_15,255,0,0
26003,rate_15,0,0,255
26099,rate_15,255,0,0
26192,rate_15,0,0,255
26358,rate_15,255,0,0
26460,rate_15,0,0,255
26550,rate_15,255,0,0
26655,rate_15,0,0,255
26781,rate_15,255,0,0
26887,rate_15,0,0,255
27005,rate_15,255,0,0
27105,rate_15,0,0,255
27205,rate_15,255,0,0
27313,rate_15,0,0,255
27429,rate_15,255,0,0
27550,rate_15,0,0,255
27663,rate_15,255,0,0
27775,rate_15,0,0,255
27870,rate_15,255,0,0
27967,rate_15,0,0,255
28059,rate_15,255,0,0
28158,rate_15,0,0,255
28246,rate_15,255,0,0
28350,rate_15,0,0,255
28441,rate_15,255,0,0
28547,rate_15,0,0,255
28636,rate_20_marker,0,0,0
29365,rate_20,255,0,0
29453,rate_20,0,0,255
29537,rate_20,255,0,0
29619,rate_20,0,0,255
29709,rate_20,255,0,0
29781,rate_20,0,0,255
29866,rate_20,255,0,0
29982,rate_20,0,0,255
30065,rate_20,255,0,0
30162,rate_20,0,0,255
30238,rate_20,255,0,0
30388,rate_20,0,0,255
30481,rate_20,255,0,0
30559,rate_20,0,0,255
30639,rate_20,255,0,0
30736,rate_20,0,0,255
30804,rate_20,255,0,0
30886,rate_20,0,0,255
31037,rate_20,255,0,0
31115,rate_20,0,0,255
31190,rate_20,255,0,0
31276,rate_20,0,0,255
31365,rate_20,255,0,0
31461,rate_20,0,0,255
31533,rate_20,255,0,0
31616,rate_20,0,0,255
31700,rate_20,255,0,0
31792,rate_20,0,0,255
31887,rate_20,255,0,0
32001,rate_20,0,0,255
32083,rate_20,255,0,0
32162,rate_20,0,0,255
32250,rate_20,255,0,0
32331,rate_20,0,0,255
32415,rate_20,255,0,0
32493,rate_20,0,0,255
32575,rate_20,255,0,0
32656,rate_20,0,0,255
32736,rate_20,255,0,0
32833,rate_20,0,0,255
32942,rate_20,255,0,0
33120,rate_20,0,0,255
33206,rate_20,255,0,0
33279,rate_20,0,0,255
33373,rate_20,255,0,0
33447,rate_20,0,0,255
33531,rate_20,255,0,0
33605,rate_20,0,0,255
33678,rate_20,255,0,0
33760,rate_20,0,0,255
33850,rate_20,255,0,0
33961,rate_20,0,0,255
34035,rate_20,255,0,0
34115,rate_20,0,0,255
34200,rate_20,255,0,0
34276,rate_20,0,0,255
34402,rate_20,255,0,0
34473,rate_20,0,0,255
34552,rate_20,255,0,0
34628,rate_20,0,0,255
34704,rate_20,255,0,0
34780,rate_20,0,0,255
34858,rate_20,255,0,0
34968,rate_20,0,0,255
35061,rate_20,255,0,0
35139,rate_20,0,0,255
35224,rate_20,255,0,0
35294,rate_20,0,0,255
35379,rate_20,255,0,0
35451,rate_20,0,0,255
35519,rate_20,255,0,0
35589,rate_20,0,0,255
35681,rate_20,255,0,0
35775,rate_20,0,0,255
35862,rate_20,255,0,0
35965,rate_20,0,0,255
36040,rate_20,255,0,0
36118,rate_20,0,0,255
36195,rate_20,255,0,0
36281,rate_20,0,0,255
36369,rate_30_marker,0,0,0
37115,rate_30,255,0,0
37190,rate_30,0,0,255
37278,rate_30,255,0,0
37348,rate_30,0,0,255
37455,rate_30,255,0,0
37520,rate_30,0,0,255
37582,rate_30,255,0,0
37646,rate_30,0,0,255
37700,rate_30,255,0,0
37763,rate_30,0,0,255
37826,rate_30,255,0,0
37883,rate_30,0,0,255
37970,rate_30,255,0,0
38083,rate_30,0,0,255
38145,rate_30,255,0,0
38224,rate_30,0,0,255
38291,rate_30,255,0,0
38399,rate_30,0,0,255
38456,rate_30,255,0,0
38522,rate_30,0,0,255
38578,rate_30,255,0,0
38640,rate_30,0,0,255
38688,rate_30,255,0,0
38753,rate_30,0,0,255
38814,rate_30,255,0,0
38878,rate_30,0,0,255
38947,rate_30,255,0,0
39048,rate_30,0,0,255
39108,rate_30,255,0,0
39161,rate_30,0,0,255
39220,rate_30,255,0,0
39292,rate_30,0,0,255
39349,rate_30,255,0,0
39494,rate_30,0,0,255
39563,rate_30,255,0,0
39640,rate_30,0,0,255
39719,rate_30,255,0,0
39780,rate_30,0,0,255
39834,rate_30,255,0,0
39888,rate_30,0,0,255
39956,rate_30,255,0,0
40018,rate_30,0,0,255
40084,rate_30,255,0,0
40143,rate_30,0,0,255
40217,rate_30,255,0,0
40274,rate_30,0,0,255
40327,rate_30,255,0,0
40384,rate_30,0,0,255
40439,rate_30,255,0,0
40542,rate_30,0,0,255
40625,rate_30,255,0,0
40691,rate_30,0,0,255
40774,rate_30,255,0,0
40827,rate_30,0,0,255
40906,rate_30,255,0,0
40977,rate_30,0,0,255
41128,rate_30,255,0,0
41186,rate_30,0,0,255
41250,rate_30,255,0,0
41309,rate_30,0,0,255
41380,rate_30,255,0,0
41481,rate_30,0,0,255
41540,rate_30,255,0,0
41600,rate_30,0,0,255
41658,rate_30,255,0,0
41716,rate_30,0,0,255
41782,rate_30,255,0,0
41833,rate_30,0,0,255
41890,rate_30,255,0,0
41960,rate_30,0,0,255
42026,rate_30,255,0,0
42083,rate_30,0,0,255
42158,rate_30,255,0,0
42216,rate_30,0,0,255
42275,rate_30,255,0,0
42340,rate_30,0,0,255
42441,rate_30,255,0,0
42492,rate_30,0,0,255
42551,rate_30,255,0,0
42613,rate_30,0,0,255
42679,rate_30,255,0,0
42760,rate_30,0,0,255
42826,rate_30,255,0,0
42894,rate_30,0,0,255
42972,rate_30,255,0,0
43033,rate_30,0,0,255
43094,rate_30,255,0,0
43162,rate_30,0,0,255
43222,rate_30,255,0,0
43275,rate_30,0,0,255
43342,rate_30,255,0,0
43474,rate_30,0,0,255
43541,rate_30,255,0,0
43607,rate_30,0,0,255
43688,rate_30,255,0,0
43771,rate_30,0,0,255
43839,rate_30,255,0,0
43902,rate_30,0,0,255
43954,rate_30,255,0,0
44026,rate_30,0,0,255
44099,rate_30,255,0,0
44170,rate_30,0,0,255
44243,rate_30,255,0,0
44307,rate_30,0,0,255
44360,rate_30,255,0,0
44467,rate_30,0,0,255
44535,rate_30,255,0,0
44607,rate_30,0,0,255
44690,rate_30,255,0,0
44751,rate_30,0,0,255
44812,rate_30,255,0,0
44892,rate_30,0,0,255
44965,rate_30,255,0,0
45038,rate_30,0,0,255
45118,rate_30,255,0,0
45184,rate_30,0,0,255
45260,rate_30,255,0,0
45317,rate_30,0,0,255
45383,rate_30,255,0,0
45467,rate_30,0,0,255
45530,rate_40_marker,0,0,0
46257,rate_40,255,0,0
46320,rate_40,0,0,255
46365,rate_40,255,0,0
46459,rate_40,0,0,255
46523,rate_40,255,0,0
46567,rate_40,0,0,255
46611,rate_40,255,0,0
46652,rate_40,0,0,255
46706,rate_40,255,0,0
46756,rate_40,0,0,255
46806,rate_40,255,0,0
46865,rate_40,0,0,255
46915,rate_40,255,0,0
46972,rate_40,0,0,255
47034,rate_40,255,0,0
47155,rate_40,0,0,255
47205,rate_40,255,0,0
47253,rate_40,0,0,255
47334,rate_40,255,0,0
47401,rate_40,0,0,255
47485,rate_40,255,0,0
47536,rate_40,0,0,255
47600,rate_40,255,0,0
47671,rate_40,0,0,255
47732,rate_40,255,0,0
47803,rate_40,0,0,255
47874,rate_40,255,0,0
47929,rate_40,0,0,255
47981,rate_40,255,0,0
48040,rate_40,0,0,255
48151,rate_40,255,0,0
48203,rate_40,0,0,255
48248,rate_40,255,0,0
48312,rate_40,0,0,255
48363,rate_40,255,0,0
48435,rate_40,0,0,255
48490,rate_40,255,0,0
48559,rate_40,0,0,255
48626,rate_40,255,0,0
48675,rate_40,0,0,255
48741,rate_40,255,0,0
48811,rate_40,0,0,255
48865,rate_40,255,0,0
48910,rate_40,0,0,255
48956,rate_40,255,0,0
49003,rate_40,0,0,255
49054,rate_40,255,0,0
49132,rate_40,0,0,255
49177,rate_40,255,0,0
49221,rate_40,0,0,255
49273,rate_40,255,0,0
49335,rate_40,0,0,255
49386,rate_40,255,0,0
49483,rate_40,0,0,255
49542,rate_40,255,0,0
49602,rate_40,0,0,255
49655,rate_40,255,0,0
49716,rate_40,0,0,255
49768,rate_40,255,0,0
49815,rate_40,0,0,255
49874,rate_40,255,0,0
49920,rate_40,0,0,255
49976,rate_40,255,0,0
50035,rate_40,0,0,255
50130,rate_40,255,0,0
50172,rate_40,0,0,255
50233,rate_40,255,0,0
50281,rate_40,0,0,255
50348,rate_40,255,0,0
50403,rate_40,0,0,255
50495,rate_40,255,0,0
50550,rate_40,0,0,255
50610,rate_40,255,0,0
50654,rate_40,0,0,255
50714,rate_40,255,0,0
50767,rate_40,0,0,255
50817,rate_40,255,0,0
50881,rate_40,0,0,255
50961,rate_40,255,0,0
51027,rate_40,0,0,255
51124,rate_40,255,0,0
51177,rate_40,0,0,255
51222,rate_40,255,0,0
51283,rate_40,0,0,255
51323,rate_40,255,0,0
51386,rate_40,0,0,255
51514,rate_40,255,0,0
51571,rate_40,0,0,255
51652,rate_40,255,0,0
51713,rate_40,0,0,255
51779,rate_40,255,0,0
51825,rate_40,0,0,255
51873,rate_40,255,0,0
51939,rate_40,0,0,255
51995,rate_40,255,0,0
52046,rate_40,0,0,255
52105,rate_40,255,0,0
52163,rate_40,0,0,255
52227,rate_40,255,0,0
52273,rate_40,0,0,255
52346,rate_40,255,0,0
52396,rate_40,0,0,255
52461,rate_40,255,0,0
52563,rate_40,0,0,255
52630,rate_40,255,0,0
52689,rate_40,0,0,255
52764,rate_40,255,0,0
52822,rate_40,0,0,255
52886,rate_40,255,0,0
52954,rate_40,0,0,255
52998,rate_40,255,0,0
53050,rate_40,0,0,255
53135,rate_40,255,0,0
53177,rate_40,0,0,255
53219,rate_40,255,0,0
53270,rate_40,0,0,255
53314,rate_40,255,0,0
53363,rate_40,0,0,255
53427,rate_40,255,0,0
53535,rate_40,0,0,255
53586,rate_40,255,0,0
53645,rate_40,0,0,255
53720,rate_40,255,0,0
53780,rate_40,0,0,255
53836,rate_40,255,0,0
53890,rate_40,0,0,255
53947,rate_40,255,0,0
54006,rate_40,0,0,255
54068,rate_40,255,0,0
54179,rate_40,0,0,255
54231,rate_40,255,0,0
54282,rate_40,0,0,255
54341,rate_40,255,0,0
54412,rate_40,0,0,255
54528,rate_40,255,0,0
54578,rate_40,0,0,255
54627,rate_40,255,0,0
54695,rate_40,0,0,255
54749,rate_40,255,0,0
54797,rate_40,0,0,255
54856,rate_40,255,0,0
54905,rate_40,0,0,255
54980,rate_40,255,0,0
55041,rate_40,0,0,255
55090,rate_40,255,0,0
55202,rate_40,0,0,255
55250,rate_40,255,0,0
55298,rate_40,0,0,255
55362,rate_40,255,0,0
55436,rate_40,0,0,255
55581,rate_40,255,0,0
55635,rate_40,0,0,255
55695,rate_40,255,0,0
55755,rate_40,0,0,255
55798,rate_40,255,0,0
55869,rate_40,0,0,255
55917,rate_40,255,0,0
55971,rate_40,0,0,255
56027,rate_40,255,0,0
56081,rate_40,0,0,255
56216,rate_50_marker,0,0,0
56953,rate_50,255,0,0
57017,rate_50,0,0,255
57073,rate_50,255,0,0
57206,rate_50,0,0,255
57252,rate_50,255,0,0
57289,rate_50,0,0,255
57346,rate_50,255,0,0
57401,rate_50,0,0,255
57452,rate_50,255,0,0
57561,rate_50,0,0,255
57615,rate_50,255,0,0
57653,rate_50,0,0,255
57705,rate_50,255,0,0
57744,rate_50,0,0,255
57780,rate_50,255,0,0
57824,rate_50,0,0,255
57862,rate_50,255,0,0
57922,rate_50,0,0,255
57973,rate_50,255,0,0
58012,rate_50,0,0,255
58055,rate_50,255,0,0
58102,rate_50,0,0,255
58213,rate_50,255,0,0
58265,rate_50,0,0,255
58317,rate_50,255,0,0
58357,rate_50,0,0,255
58396,rate_50,255,0,0
58445,rate_50,0,0,255
58546,rate_50,255,0,0
58586,rate_50,0,0,255
58629,rate_50,255,0,0
58680,rate_50,0,0,255
58740,rate_50,255,0,0
58795,rate_50,0,0,255
58835,rate_50,255,0,0
58882,rate_50,0,0,255
58925,rate_50,255,0,0
58985,rate_50,0,0,255
59030,rate_50,255,0,0
59068,rate_50,0,0,255
59128,rate_50,255,0,0
59176,rate_50,0,0,255
59222,rate_50,255,0,0
59262,rate_50,0,0,255
59310,rate_50,255,0,0
59365,rate_50,0,0,255
59415,rate_50,255,0,0
59528,rate_50,0,0,255
59584,rate_50,255,0,0
59633,rate_50,0,0,255
59674,rate_50,255,0,0
59730,rate_50,0,0,255
59786,rate_50,255,0,0
59833,rate_50,0,0,255
59880,rate_50,255,0,0
59929,rate_50,0,0,255
59976,rate_50,255,0,0
60028,rate_50,0,0,255
60088,rate_50,255,0,0
60143,rate_50,0,0,255
60186,rate_50,255,0,0
60247,rate_50,0,0,255
60298,rate_50,255,0,0
60340,rate_50,0,0,255
60385,rate_50,255,0,0
60427,rate_50,0,0,255
60462,rate_50,255,0,0
60524,rate_50,0,0,255
60571,rate_50,255,0,0
60614,rate_50,0,0,255
60675,rate_50,255,0,0
60731,rate_50,0,0,255
60783,rate_50,255,0,0
60833,rate_50,0,0,255
60900,rate_50,255,0,0
60974,rate_50,0,0,255
61010,rate_50,255,0,0
61071,rate_50,0,0,255
61114,rate_50,255,0,0
61154,rate_50,0,0,255
61194,rate_50,255,0,0
61246,rate_50,0,0,255
61285,rate_50,255,0,0
61339,rate_50,0,0,255
61390,rate_50,255,0,0
61458,rate_50,0,0,255
61591,rate_50,255,0,0
61637,rate_50,0,0,255
61675,rate_50,255,0,0
61716,rate_50,0,0,255
61775,rate_50,255,0,0
61819,rate_50,0,0,255
61880,rate_50,255,0,0
61941,rate_50,0,0,255
62005,rate_50,255,0,0
62065,rate_50,0,0,255
62156,rate_50,255,0,0
62288,rate_50,0,0,255
62333,rate_50,255,0,0
62375,rate_50,0,0,255
62420,rate_50,255,0,0
62463,rate_50,0,0,255
62571,rate_50,255,0,0
62628,rate_50,0,0,255
62686,rate_50,255,0,0
62732,rate_50,0,0,255
62786,rate_50,255,0,0
62825,rate_50,0,0,255
62887,rate_50,255,0,0
62931,rate_50,0,0,255
62979,rate_50,255,0,0
63018,rate_50,0,0,255
63081,rate_50,255,0,0
63119,rate_50,0,0,255
63228,rate_50,255,0,0
63270,rate_50,0,0,255
63308,rate_50,255,0,0
63360,rate_50,0,0,255
63410,rate_50,255,0,0
63457,rate_50,0,0,255
63592,rate_50,255,0,0
63631,rate_50,0,0,255
63675,rate_50,255,0,0
63714,rate_50,0,0,255
63763,rate_50,255,0,0
63803,rate_50,0,0,255
63848,rate_50,255,0,0
63904,rate_50,0,0,255
63979,rate_50,255,0,0
64033,rate_50,0,0,255
64079,rate_50,255,0,0
64124,rate_50,0,0,255
64244,rate_50,255,0,0
64299,rate_50,0,0,255
64357,rate_50,255,0,0
64406,rate_50,0,0,255
64462,rate_50,255,0,0
64584,rate_50,0,0,255
64621,rate_50,255,0,0
64659,rate_50,0,0,255
64707,rate_50,255,0,0
64756,rate_50,0,0,255
64802,rate_50,255,0,0
64856,rate_50,0,0,255
64910,rate_50,255,0,0
64955,rate_50,0,0,255
65001,rate_50,255,0,0
65065,rate_50,0,0,255
65125,rate_50,255,0,0
65167,rate_50,0,0,255
65208,rate_50,255,0,0
65260,rate_50,0,0,255
65317,rate_50,255,0,0
65392,rate_50,0,0,255
65451,rate_50,255,0,0
65581,rate_50,0,0,255
65631,rate_50,255,0,0
65682,rate_50,0,0,255
65729,rate_50,255,0,0
65781,rate_50,0,0,255
65831,rate_50,255,0,0
65881,rate_50,0,0,255
65932,rate_50,255,0,0
65987,rate_50,0,0,255
66033,rate_50,255,0,0
66081,rate_50,0,0,255
66133,rate_50,255,0,0
66238,rate_50,0,0,255
66282,rate_50,255,0,0
66327,rate_50,0,0,255
66393,rate_50,255,0,0
66443,rate_50,0,0,255
66488,rate_50,255,0,0
66597,rate_50,0,0,255
66638,rate_50,255,0,0
66702,rate_50,0,0,255
66750,rate_50,255,0,0
66790,rate_50,0,0,255
66834,rate_50,255,0,0
66873,rate_50,0,0,255
66926,rate_50,255,0,0
66976,rate_50,0,0,255
67028,rate_50,255,0,0
67075,rate_50,0,0,255
67140,rate_50,255,0,0
67275,rate_50,0,0,255
67317,rate_50,255,0,0
67380,rate_50,0,0,255
67434,rate_50,255,0,0
67479,rate_50,0,0,255
67582,rate_50,255,0,0
67637,rate_50,0,0,255
67684,rate_50,255,0,0
67731,rate_50,0,0,255
67784,rate_50,255,0,0
67837,rate_50,0,0,255
67888,rate_50,255,0,0
67935,rate_50,0,0,255
67995,rate_50,255,0,0
68041,rate_50,0,0,255
68091,rate_65_marker,0,0,0
68821,rate_65,255,0,0
68877,rate_65,0,0,255
68955,rate_65,255,0,0
68999,rate_65,0,0,255
69050,rate_65,255,0,0
69095,rate_65,0,0,255
69142,rate_65,255,0,0
69183,rate_65,0,0,255
69275,rate_65,255,0,0
69312,rate_65,0,0,255
69360,rate_65,255,0,0
69404,rate_65,0,0,255
69455,rate_65,255,0,0
69497,rate_65,0,0,255
69597,rate_65,255,0,0
69635,rate_65,0,0,255
69687,rate_65,255,0,0
69737,rate_65,0,0,255
69793,rate_65,255,0,0
69838,rate_65,0,0,255
69888,rate_65,255,0,0
69925,rate_65,0,0,255
69972,rate_65,255,0,0
70017,rate_65,0,0,255
70056,rate_65,255,0,0
70089,rate_65,0,0,255
70127,rate_65,255,0,0
70171,rate_65,0,0,255
70292,rate_65,255,0,0
70336,rate_65,0,0,255
70401,rate_65,255,0,0
70439,rate_65,0,0,255
70474,rate_65,255,0,0
70532,rate_65,0,0,255
70659,rate_65,255,0,0
70694,rate_65,0,0,255
70739,rate_65,255,0,0
70778,rate_65,0,0,255
70826,rate_65,255,0,0
70875,rate_65,0,0,255
70915,rate_65,255,0,0
70955,rate_65,0,0,255
70991,rate_65,255,0,0
71062,rate_65,0,0,255
71107,rate_65,255,0,0
71151,rate_65,0,0,255
71186,rate_65,255,0,0
71264,rate_65,0,0,255
71303,rate_65,255,0,0
71336,rate_65,0,0,255
71387,rate_65,255,0,0
71436,rate_65,0,0,255
71483,rate_65,255,0,0
71542,rate_65,0,0,255
71663,rate_65,255,0,0
71722,rate_65,0,0,255
71780,rate_65,255,0,0
71816,rate_65,0,0,255
71851,rate_65,255,0,0
71892,rate_65,0,0,255
71936,rate_65,255,0,0
71985,rate_65,0,0,255
72023,rate_65,255,0,0
72072,rate_65,0,0,255
72108,rate_65,255,0,0
72171,rate_65,0,0,255
72216,rate_65,255,0,0
72260,rate_65,0,0,255
72304,rate_65,255,0,0
72352,rate_65,0,0,255
72403,rate_65,255,0,0
72443,rate_65,0,0,255
72490,rate_65,255,0,0
72525,rate_65,0,0,255
72566,rate_65,255,0,0
72620,rate_65,0,0,255
72668,rate_65,255,0,0
72708,rate_65,0,0,255
72759,rate_65,255,0,0
72804,rate_65,0,0,255
72847,rate_65,255,0,0
72890,rate_65,0,0,255
72939,rate_65,255,0,0
72969,rate_65,0,0,255
73007,rate_65,255,0,0
73044,rate_65,0,0,255
73086,rate_65,255,0,0
73118,rate_65,0,0,255
73156,rate_65,255,0,0
73191,rate_65,0,0,255
73298,rate_65,255,0,0
73351,rate_65,0,0,255
73389,rate_65,255,0,0
73430,rate_65,0,0,255
73466,rate_65,255,0,0
73515,rate_65,0,0,255
73649,rate_65,255,0,0
73687,rate_65,0,0,255
73734,rate_65,255,0,0
73767,rate_65,0,0,255
73826,rate_65,255,0,0
73865,rate_65,0,0,255
73917,rate_65,255,0,0
73976,rate_65,0,0,255
74024,rate_65,255,0,0
74071,rate_65,0,0,255
74117,rate_65,255,0,0
74160,rate_65,0,0,255
74252,rate_65,255,0,0
74283,rate_65,0,0,255
74330,rate_65,255,0,0
74370,rate_65,0,0,255
74405,rate_65,255,0,0
74443,rate_65,0,0,255
74496,rate_65,255,0,0
74544,rate_65,0,0,255
74693,rate_65,255,0,0
74737,rate_65,0,0,255
74796,rate_65,255,0,0
74851,rate_65,0,0,255
74883,rate_65,255,0,0
74916,rate_65,0,0,255
74972,rate_65,255,0,0
75016,rate_65,0,0,255
75063,rate_65,255,0,0
75095,rate_65,0,0,255
75132,rate_65,255,0,0
75167,rate_65,0,0,255
75234,rate_65,255,0,0
75312,rate_65,0,0,255
75352,rate_65,255,0,0
75413,rate_65,0,0,255
75453,rate_65,255,0,0
75505,rate_65,0,0,255
75546,rate_65,255,0,0
75584,rate_65,0,0,255
75636,rate_65,255,0,0
75686,rate_65,0,0,255
75727,rate_65,255,0,0
75770,rate_65,0,0,255
75816,rate_65,255,0,0
75854,rate_65,0,0,255
75887,rate_65,255,0,0
75922,rate_65,0,0,255
75956,rate_65,255,0,0
76014,rate_65,0,0,255
76070,rate_65,255,0,0
76109,rate_65,0,0,255
76161,rate_65,255,0,0
76205,rate_65,0,0,255
76331,rate_65,255,0,0
76376,rate_65,0,0,255
76412,rate_65,255,0,0
76465,rate_65,0,0,255
76508,rate_65,255,0,0
76543,rate_65,0,0,255
76665,rate_65,255,0,0
76699,rate_65,0,0,255
76747,rate_65,255,0,0
76801,rate_65,0,0,255
76863,rate_65,255,0,0
76896,rate_65,0,0,255
76950,rate_65,255,0,0
77004,rate_65,0,0,255
77054,rate_65,255,0,0
77087,rate_65,0,0,255
77148,rate_65,255,0,0
77189,rate_65,0,0,255
77261,rate_65,255,0,0
77331,rate_65,0,0,255
77364,rate_65,255,0,0
77406,rate_65,0,0,255
77451,rate_65,255,0,0
77485,rate_65,0,0,255
77538,rate_65,255,0,0
77593,rate_65,0,0,255
77674,rate_65,255,0,0
77717,rate_65,0,0,255
77753,rate_65,255,0,0
77802,rate_65,0,0,255
77838,rate_65,255,0,0
77881,rate_65,0,0,255
77919,rate_65,255,0,0
77959,rate_65,0,0,255
78012,rate_65,255,0,0
78063,rate_65,0,0,255
78100,rate_65,255,0,0
78164,rate_65,0,0,255
78239,rate_65,255,0,0
78279,rate_65,0,0,255
78367,rate_65,255,0,0
78444,rate_65,0,0,255
78483,rate_65,255,0,0
78548,rate_65,0,0,255
78682,rate_65,255,0,0
78726,rate_65,0,0,255
78773,rate_65,255,0,0
78812,rate_65,0,0,255
78861,rate_65,255,0,0
78942,rate_65,0,0,255
79047,rate_65,255,0,0
79086,rate_65,0,0,255
79126,rate_65,255,0,0
79162,rate_65,0,0,255
79194,rate_65,255,0,0
79228,rate_65,0,0,255
79311,rate_65,255,0,0
79337,rate_65,0,0,255
79361,rate_65,255,0,0
79393,rate_65,0,0,255
79429,rate_65,255,0,0
79467,rate_65,0,0,255
79496,rate_65,255,0,0
79524,rate_65,0,0,255
79588,rate_65,255,0,0
79635,rate_65,0,0,255
79698,rate_65,255,0,0
79729,rate_65,0,0,255
79759,rate_65,255,0,0
79786,rate_65,0,0,255
79821,rate_65,255,0,0
79859,rate_65,0,0,255
79895,rate_65,255,0,0
79928,rate_65,0,0,255
79967,rate_65,255,0,0
79995,rate_65,0,0,255
80018,rate_65,255,0,0
80061,rate_65,0,0,255
80098,rate_65,255,0,0
80131,rate_65,0,0,255
80174,rate_65,255,0,0
80198,rate_65,0,0,255
80225,rate_65,255,0,0
80284,rate_65,0,0,255
80328,rate_65,255,0,0
80365,rate_65,0,0,255
80399,rate_65,255,0,0
80426,rate_65,0,0,255
80458,rate_65,255,0,0
80489,rate_65,0,0,255
80526,rate_65,255,0,0
80563,rate_65,0,0,255
80625,rate_65,255,0,0
80666,rate_65,0,0,255
80695,rate_65,255,0,0
80730,rate_65,0,0,255
80759,rate_65,255,0,0
80799,rate_65,0,0,255
80827,rate_65,255,0,0
80857,rate_65,0,0,255
80893,rate_65,255,0,0
80929,rate_65,0,0,255
80967,rate_65,255,0,0
80994,rate_65,0,0,255
81022,rate_65,255,0,0
81057,rate_65,0,0,255
81096,rate_65,255,0,0
81127,rate_65,0,0,255
81158,rate_65,255,0,0
81195,rate_65,0,0,255
81226,rate_80_marker,0,0,0
81939,rate_80,255,0,0
81962,rate_80,0,0,255
82000,rate_80,255,0,0
82030,rate_80,0,0,255
82062,rate_80,255,0,0
82096,rate_80,0,0,255
82129,rate_80,255,0,0
82164,rate_80,0,0,255
82198,rate_80,255,0,0
82231,rate_80,0,0,255
82266,rate_80,255,0,0
82329,rate_80,0,0,255
82361,rate_80,255,0,0
82397,rate_80,0,0,255
82428,rate_80,255,0,0
82467,rate_80,0,0,255
82503,rate_80,255,0,0
82533,rate_80,0,0,255
82570,rate_80,255,0,0
82602,rate_80,0,0,255
82629,rate_80,255,0,0
82667,rate_80,0,0,255
82700,rate_80,255,0,0
82735,rate_80,0,0,255
82764,rate_80,255,0,0
82803,rate_80,0,0,255
82835,rate_80,255,0,0
82865,rate_80,0,0,255
